sex,age,race,priors_count,days_b_screening_arrest,c_charge_degree,label,jailtime
1,26,0,2,-106.0,0,1,0
1,29,0,1,-1.0,0,1,3
1,27,0,1,-1.0,1,0,0
1,28,0,0,-1.0,1,1,1
1,31,0,0,-1.0,0,1,0
1,41,0,8,-29.0,1,0,0
1,25,1,0,-2.0,0,1,0
1,47,1,0,-1.0,0,1,-1
1,37,0,4,-1.0,1,1,1
0,35,0,4,-1.0,1,1,2
1,24,1,1,0.0,0,0,1
1,21,1,2,-1.0,1,0,5
1,22,1,0,0.0,1,0,2
1,57,0,11,-1.0,1,1,140
1,48,1,0,-1.0,1,1,11
1,36,0,0,-1.0,1,1,5
0,37,0,3,-1.0,1,1,28
1,31,1,0,0.0,0,1,5
1,22,0,1,-1.0,1,0,4
1,31,1,2,0.0,0,1,0
1,24,0,0,-1.0,1,0,0
1,32,0,22,0.0,1,0,0
0,23,0,0,-1.0,0,1,1
1,63,0,0,-1.0,0,1,0
1,30,0,0,-1.0,1,1,1
1,26,1,2,-38.0,1,0,27
1,20,1,0,-1.0,1,1,1
0,24,0,1,0.0,0,0,0
0,36,0,1,-1.0,0,1,0
1,83,0,0,0.0,0,1,0
1,28,1,2,0.0,1,1,0
1,36,0,3,-1.0,1,0,1
0,33,0,0,-1.0,0,1,1
1,39,0,0,0.0,1,1,0
1,29,0,3,0.0,0,1,0
1,30,0,17,-4.0,1,0,4
0,19,1,1,140.0,0,0,1
1,24,0,1,-1.0,1,0,0
1,36,0,11,-79.0,1,1,78
1,35,0,7,-1.0,1,1,1
1,24,0,0,-1.0,1,1,0
1,26,1,0,773.0,0,1,9
1,26,1,8,-1.0,1,1,2
1,28,0,14,-1.0,1,0,0
1,32,0,0,-1.0,0,1,0
0,32,1,1,-1.0,0,0,0
1,33,0,5,0.0,0,0,5
1,29,0,16,-1.0,1,1,17
1,34,1,1,-1.0,0,0,0
0,37,0,0,-1.0,0,0,0
1,43,1,0,0.0,0,1,0
1,47,1,2,-3.0,1,1,0
1,25,0,3,0.0,0,0,2
0,23,0,1,-1.0,1,1,1
1,39,1,2,-1.0,0,1,0
1,35,0,13,-1.0,1,0,5
1,33,0,0,-1.0,1,1,1
1,21,0,0,-1.0,1,0,1
1,43,0,20,0.0,1,1,1
1,25,0,3,-1.0,1,0,0
1,48,0,25,-1.0,1,0,6
1,22,0,1,28.0,0,0,1
1,52,0,9,-1.0,0,0,38
1,26,1,5,-1.0,1,0,35
1,67,0,4,-1.0,0,0,27
1,34,0,4,-1.0,0,1,1
1,56,1,4,-1.0,0,1,0
1,28,0,1,-1.0,1,0,5
1,29,0,2,-1.0,0,1,0
1,37,0,6,-1.0,1,0,20
1,43,0,3,-1.0,1,1,1
1,51,1,0,-1.0,1,1,1
1,20,0,1,-2.0,0,0,0
1,26,1,4,0.0,0,0,293
0,39,1,1,-1.0,0,0,10
1,21,0,1,-1.0,1,1,2
1,21,0,1,-1.0,1,0,2
1,24,1,3,-1.0,1,0,1
1,26,0,4,-1.0,0,0,1
1,48,1,1,0.0,1,1,0
1,24,0,5,-1.0,1,0,1
1,26,1,0,0.0,1,1,-1
1,46,1,0,-1.0,1,1,1
1,24,0,7,-1.0,0,1,1
0,21,1,0,-1.0,0,1,0
1,24,0,1,-1.0,1,0,1
1,36,0,9,0.0,0,1,1
1,30,0,5,-1.0,1,0,1
0,22,1,1,-23.0,1,1,1
1,25,0,0,-1.0,1,0,9
1,31,0,25,-1.0,0,0,117
1,24,0,0,-1.0,1,1,2
1,39,0,13,-1.0,1,0,1
1,46,0,0,-1.0,1,1,5
0,30,0,4,-5.0,1,1,0
1,40,1,0,0.0,1,1,22
0,52,0,0,-1.0,1,1,2
1,23,0,3,-1.0,1,1,33
0,26,0,1,-1.0,0,1,1
1,22,1,1,-1.0,1,0,19
1,42,1,3,0.0,1,1,0
1,23,0,6,-1.0,1,0,135
1,33,0,4,-1.0,1,0,1
1,28,0,1,-1.0,1,1,2
1,50,1,1,-1.0,1,1,1
1,38,0,25,-172.0,0,0,8
1,32,0,1,-1.0,1,1,1
1,24,0,3,-1.0,1,0,97
1,51,0,3,-1.0,1,1,1
1,19,1,1,-1.0,0,0,0
1,32,0,4,0.0,1,1,108
0,31,1,1,-22.0,1,0,0
0,29,0,1,7.0,1,1,179
1,43,0,0,-1.0,0,1,0
1,26,0,9,-1.0,1,0,11
1,27,1,0,-1.0,1,0,27
1,52,1,1,-1.0,1,0,3
1,27,0,1,-1.0,0,1,0
0,57,0,1,-1.0,0,1,0
1,28,0,3,-1.0,0,0,1
1,32,0,3,-1.0,1,0,2
1,27,0,5,0.0,0,0,0
1,45,0,0,-1.0,0,0,3
0,42,1,0,0.0,0,1,0
1,33,0,0,-1.0,1,0,0
1,26,1,4,-52.0,0,1,19
0,28,1,3,-1.0,0,1,45
0,53,1,0,-1.0,0,1,0
1,24,1,0,-1.0,1,1,1
1,28,0,1,-9.0,1,1,8
1,28,0,1,-1.0,1,1,1
1,39,0,6,-1.0,0,0,35
1,22,0,1,0.0,1,0,-1
1,46,0,2,0.0,1,0,9
1,25,0,0,0.0,0,1,1
1,52,1,1,-5.0,1,1,3
1,28,0,4,-1.0,0,0,0
0,57,1,1,-4.0,1,0,1
1,49,0,3,-1.0,1,0,0
1,21,0,2,-1.0,1,0,0
1,32,0,19,-1.0,1,0,14
1,63,0,3,-1.0,0,1,220
1,29,1,2,0.0,1,1,1
1,46,0,0,0.0,0,1,1
1,23,0,5,-45.0,1,0,44
1,28,0,10,-1.0,0,0,1
1,27,0,1,-3.0,1,1,3
0,69,0,0,0.0,0,1,-1
1,47,0,0,-1.0,0,1,1
1,45,0,1,-1.0,1,1,128
0,33,1,1,0.0,0,1,0
0,27,0,0,0.0,0,0,0
1,47,1,4,-58.0,1,0,32
1,32,0,14,-1.0,1,0,2
1,24,0,2,-1.0,1,1,1
1,26,0,5,-1.0,1,0,3
1,47,0,0,-4.0,0,1,1
1,25,1,1,-1.0,1,1,1
1,21,0,1,-1.0,1,1,108
1,25,0,2,-1.0,0,0,0
1,22,0,6,-1.0,1,0,2
0,26,1,0,-1.0,1,1,0
1,20,1,0,-1.0,1,1,1
1,30,0,1,-1.0,0,0,1
1,45,0,0,-3.0,1,0,1
1,33,0,7,0.0,1,0,78
1,35,1,2,-1.0,1,1,0
1,41,1,5,-1.0,1,1,1
1,23,1,0,0.0,0,1,2
0,21,1,0,-1.0,0,0,1
1,54,0,0,-1.0,1,1,1
1,27,0,10,-1.0,1,0,1
1,22,1,0,-4.0,0,1,1
0,21,0,0,-1.0,0,0,0
1,23,0,2,-1.0,1,0,6
1,30,0,1,-9.0,0,1,7
1,36,0,5,-20.0,0,0,19
0,24,0,2,48.0,1,0,0
1,29,0,10,-1.0,1,0,23
1,54,0,4,-1.0,0,0,78
1,22,1,2,-1.0,0,0,13
1,38,1,2,-64.0,1,1,4
1,26,0,0,-1.0,0,0,0
0,20,0,0,-1.0,1,1,1
1,52,0,6,0.0,0,0,1
1,29,0,0,-1.0,1,1,2
0,23,0,6,-18.0,0,1,17
1,35,0,1,-1.0,0,1,9
1,32,1,8,-4.0,1,0,0
1,21,0,1,-18.0,0,0,0
1,25,0,0,-1.0,1,1,0
1,30,0,4,-1.0,0,0,1
0,30,0,3,-1.0,1,1,26
1,23,0,2,-1.0,1,0,6
1,32,1,8,-2.0,1,1,2
1,52,1,1,-111.0,1,1,1
1,29,0,6,-1.0,1,0,39
1,42,1,0,0.0,0,1,0
1,21,0,0,0.0,1,0,0
0,36,1,4,110.0,1,0,168
0,22,0,0,-2.0,0,1,0
1,45,0,2,-1.0,1,1,47
1,29,0,0,-1.0,0,1,0
1,30,0,6,-1.0,1,0,2
1,51,0,17,0.0,0,1,0
1,45,0,20,0.0,1,0,2
1,27,0,3,88.0,1,0,301
1,24,0,1,190.0,1,0,13
1,24,1,2,-27.0,1,1,0
1,23,0,2,-1.0,0,1,5
0,42,0,2,496.0,0,1,14
1,36,0,5,-1.0,1,1,0
1,69,0,0,-1.0,0,1,0
1,21,0,1,-4.0,1,0,1
1,59,0,1,-1.0,0,1,0
1,39,0,1,-9.0,1,1,4
1,29,0,2,-1.0,1,1,37
1,22,0,1,0.0,0,0,1
1,44,1,6,0.0,1,1,-1
1,25,0,2,-1.0,1,1,58
1,31,0,0,0.0,1,1,0
1,35,0,17,-1.0,0,0,2
1,27,0,11,-1.0,0,0,2
1,33,0,1,0.0,1,1,1
1,28,0,6,-1.0,1,0,0
1,20,0,1,-51.0,1,0,1
1,60,1,1,-1.0,1,1,0
1,53,0,0,0.0,0,1,1
1,51,0,0,0.0,1,0,1
1,25,0,1,-106.0,1,1,31
1,27,0,5,76.0,1,0,203
0,54,0,0,-1.0,1,1,1
0,26,0,3,-305.0,0,1,1
1,24,1,3,-1.0,0,1,1
1,55,0,1,0.0,1,0,1
1,26,0,0,-1.0,1,1,2
0,75,0,5,-1.0,1,1,1
1,36,0,16,0.0,1,0,0
1,56,0,8,-106.0,1,1,72
1,34,0,0,-1.0,1,0,2
0,25,0,5,-1.0,0,0,47
1,46,1,0,-1.0,1,1,0
1,27,0,1,0.0,1,1,6
1,28,0,3,0.0,0,0,-1
1,42,0,13,-1.0,0,0,0
1,59,0,2,0.0,0,1,0
1,39,1,1,-15.0,1,1,14
1,46,1,5,-1.0,0,1,12
1,25,0,1,-1.0,1,1,0
1,55,1,2,-1.0,1,1,1
1,35,0,1,-4.0,0,0,1
1,43,0,0,-1.0,0,0,1
0,53,1,0,0.0,0,1,0
0,21,0,0,-1.0,0,1,1
1,55,0,17,-1.0,1,0,25
1,27,0,1,-1.0,1,0,1
1,40,0,0,-1.0,1,1,2
0,37,1,0,-1.0,0,1,1
1,32,1,2,-1.0,0,0,5
1,32,0,2,-1.0,0,1,1
1,36,0,4,-1.0,0,0,2
1,22,0,0,-1.0,0,1,0
0,31,0,0,-1.0,1,1,2
0,26,0,4,0.0,1,0,0
0,50,1,30,-1.0,0,0,3
1,47,0,4,0.0,1,1,0
1,36,0,2,-2.0,1,1,1
0,38,1,0,-1.0,1,1,1
1,35,0,0,-1.0,1,1,2
1,53,1,0,-1.0,1,1,0
1,53,0,2,-1.0,1,1,0
1,57,0,19,-1.0,1,1,117
1,22,0,5,-1.0,1,0,19
1,21,0,0,-5.0,1,0,1
1,26,0,0,-1.0,1,0,1
0,24,0,1,279.0,1,1,14
1,27,0,2,-1.0,1,1,20
0,49,1,4,0.0,1,1,3
1,47,1,1,-1.0,1,0,0
1,30,0,8,-1.0,1,0,1
1,44,1,3,0.0,1,1,0
1,34,0,1,-17.0,1,1,1
1,45,0,10,-1.0,1,0,1
1,38,0,0,-1.0,1,1,1
1,50,1,2,0.0,0,1,0
1,29,1,1,0.0,0,1,0
1,26,1,0,0.0,1,1,0
0,22,0,1,-1.0,1,0,1
1,47,0,0,0.0,0,1,1
1,49,1,0,0.0,1,1,0
1,49,0,1,0.0,1,0,19
1,59,1,2,0.0,1,1,12
1,32,1,6,-29.0,0,1,27
1,24,0,1,0.0,0,0,-1
1,40,0,0,-2.0,0,1,1
1,32,0,0,0.0,1,1,-1
0,54,0,0,0.0,0,1,0
1,27,0,9,-1.0,1,0,799
1,25,1,2,0.0,0,1,12
0,62,1,2,-42.0,1,0,41
1,20,1,0,-1.0,0,0,0
1,37,0,18,-1.0,0,1,1
0,30,1,5,0.0,1,0,7
1,23,0,1,0.0,1,0,0
0,20,0,0,0.0,1,1,-1
1,29,1,7,-67.0,0,0,45
1,24,0,1,-59.0,1,1,58
0,54,1,1,-48.0,0,1,26
1,66,0,3,-36.0,1,1,0
1,50,1,8,-14.0,1,1,11
1,50,0,7,-1.0,1,1,0
1,40,1,3,-1.0,1,1,1
0,30,0,4,213.0,0,0,0
0,24,1,2,-1.0,1,1,2
1,24,0,0,0.0,1,0,0
0,23,0,3,-1.0,1,0,0
1,54,1,3,-1.0,0,0,2
1,25,1,4,-10.0,0,1,1
1,46,1,1,-2.0,0,1,1
0,35,0,10,-40.0,1,1,30
1,25,0,1,-1.0,1,1,266
0,22,1,0,-1.0,0,1,-1
0,32,1,1,-1.0,1,1,2
1,25,0,0,-1.0,0,0,4
1,22,0,3,50.0,1,0,-1
1,33,0,16,-2.0,1,0,0
0,49,1,0,127.0,0,0,0
1,30,0,10,92.0,1,1,105
1,33,0,4,-1.0,0,0,1
1,24,0,0,0.0,1,1,-1
1,33,0,12,-1.0,0,0,2
1,37,1,0,-1.0,0,1,0
0,40,1,0,0.0,0,1,0
1,27,1,1,506.0,1,1,229
1,43,0,9,-1.0,1,0,0
1,26,1,11,-56.0,1,1,56
1,35,0,5,-1.0,1,0,1
1,25,0,11,-1.0,1,0,6
1,61,0,1,0.0,1,0,0
1,53,1,1,-246.0,1,0,51
0,52,0,1,-28.0,1,1,0
1,26,1,7,81.0,0,0,143
1,39,0,1,0.0,0,0,-1
1,47,0,5,-1.0,1,1,0
0,52,1,6,0.0,0,1,33
1,37,1,0,0.0,0,1,0
0,24,0,0,-1.0,1,1,1
0,34,0,14,-1.0,1,1,3
1,24,0,5,86.0,1,0,116
1,20,0,0,-1.0,0,0,11
1,25,1,1,0.0,0,0,0
1,31,1,3,-37.0,0,1,32
0,62,1,0,0.0,0,1,0
1,23,1,0,-1.0,1,0,1
0,60,1,0,0.0,1,1,13
1,35,1,0,-1.0,0,1,1
0,24,0,0,-1.0,1,1,0
0,56,1,1,-60.0,1,0,4
1,30,1,0,0.0,0,1,-1
1,41,1,17,171.0,0,0,47
1,35,1,4,-1.0,1,0,1
0,28,1,0,-1.0,0,1,0
1,23,0,1,689.0,0,1,3
1,56,0,0,-1.0,1,1,1
1,23,0,2,-1.0,1,0,1
1,20,0,0,-1.0,1,0,0
1,23,1,1,-1.0,0,1,0
1,21,0,0,0.0,1,0,1
0,21,0,3,539.0,1,1,59
0,35,0,2,-1.0,1,1,14
1,33,1,3,0.0,0,1,0
1,21,0,0,-1.0,1,1,4
1,41,0,9,-1.0,0,1,0
1,24,0,0,-1.0,1,1,4
1,20,0,2,9.0,1,0,192
1,28,0,9,-1.0,1,0,1
1,25,0,7,0.0,1,1,0
1,49,0,3,0.0,1,1,1
0,22,0,0,0.0,1,1,0
1,21,0,0,-1.0,1,0,1
0,27,0,3,-1.0,1,0,3
1,32,0,4,302.0,1,0,190
1,50,0,4,-3.0,0,1,2
0,23,0,0,0.0,0,1,0
1,34,1,0,-1.0,0,1,0
1,25,0,4,-1.0,1,0,32
0,33,1,2,-1.0,1,0,43
1,25,0,1,-1.0,0,0,58
1,30,0,0,-1.0,0,1,0
1,42,0,0,-1.0,0,1,3
0,29,1,11,-3.0,1,0,34
0,32,0,6,-1.0,1,0,3
1,24,0,5,-1.0,1,1,1
1,52,0,3,-1.0,1,1,0
0,26,1,3,-1.0,0,1,0
1,31,1,2,-1.0,1,0,0
1,38,0,0,0.0,1,1,1
1,25,0,5,77.0,1,1,57
0,30,1,0,0.0,1,1,1
1,20,0,0,-1.0,0,0,4
0,29,0,2,64.0,1,1,2
1,24,0,0,-1.0,1,1,0
1,31,1,0,-1.0,1,1,77
0,54,1,12,-175.0,1,1,170
0,37,1,1,-25.0,0,1,1
1,43,0,0,-4.0,0,0,0
1,49,1,8,0.0,1,0,3
0,33,0,1,-2.0,1,1,0
1,20,0,1,-83.0,1,1,83
1,42,0,0,0.0,0,1,-1
1,44,1,0,-1.0,1,0,8
1,28,0,5,-1.0,1,0,51
1,32,0,4,-1.0,1,0,414
1,28,0,7,-1.0,1,0,1
1,38,1,0,0.0,1,1,158
1,38,0,3,-1.0,1,1,1
1,21,1,1,-301.0,1,1,0
0,34,0,0,-1.0,0,1,1
1,21,1,1,-1.0,1,0,1
1,36,0,1,-1.0,1,0,31
1,29,0,0,-1.0,0,0,0
1,34,0,3,-1.0,1,0,0
1,38,0,1,-1.0,0,1,8
1,36,1,0,-1.0,1,1,24
1,32,0,0,-6.0,0,1,6
1,23,0,0,-1.0,0,1,0
1,47,1,0,-1.0,0,1,0
1,20,0,0,0.0,1,1,-1
0,25,0,2,-1.0,1,0,0
1,35,0,0,-1.0,0,1,0
0,30,1,1,-82.0,1,1,41
0,28,1,1,-1.0,0,1,1
1,30,1,2,-37.0,0,0,36
0,45,1,3,336.0,0,1,44
1,24,0,2,-1.0,0,0,0
1,22,0,0,-1.0,1,1,0
1,20,0,8,-1.0,1,0,1
0,42,0,0,31.0,0,0,2
1,24,0,8,-54.0,1,0,47
1,40,0,0,0.0,0,1,0
1,27,0,1,-1.0,1,1,5
1,60,0,12,-1.0,1,1,1
1,33,0,6,-1.0,0,1,0
1,34,0,2,-1.0,0,0,23
1,24,1,4,-1.0,0,1,0
1,27,0,0,-1.0,0,0,2
1,29,0,4,0.0,1,0,355
1,21,1,1,0.0,1,0,36
1,32,0,0,-1.0,0,1,0
1,30,1,10,123.0,1,0,108
0,42,1,0,-1.0,1,0,0
1,32,0,1,0.0,1,1,-1
1,27,0,0,-2.0,1,1,2
1,30,1,3,-1.0,0,1,0
1,22,0,1,-1.0,1,0,0
1,20,1,0,-2.0,0,0,0
1,57,1,0,0.0,0,1,1
1,51,1,3,-1.0,1,0,1
1,21,0,0,-1.0,1,1,0
1,22,0,0,-1.0,1,1,35
1,35,0,4,-1.0,1,0,353
0,54,1,1,-95.0,1,1,76
1,58,1,2,-9.0,1,1,4
0,32,1,0,-1.0,1,0,0
0,39,0,22,-49.0,1,0,1
1,30,1,9,-1.0,0,0,7
1,20,0,0,-1.0,1,0,209
1,40,0,0,-1.0,0,1,0
0,45,1,5,-1.0,0,1,0
1,31,0,4,-1.0,1,0,0
1,23,0,4,-27.0,1,1,27
1,26,0,0,-1.0,0,0,3
0,53,1,1,-1.0,0,1,0
1,44,1,0,-1.0,0,1,2
0,44,1,1,-6.0,0,1,4
1,21,1,0,-1.0,1,0,-1
1,28,0,0,0.0,0,1,0
1,28,1,2,-1.0,0,1,1
1,24,0,0,-1.0,1,0,182
1,28,0,0,0.0,1,1,-1
1,53,1,4,0.0,1,1,-1
1,47,0,1,-1.0,1,1,183
1,20,0,1,-24.0,1,1,1
1,21,0,0,-6.0,0,1,0
1,30,0,1,-1.0,1,0,2
1,37,1,1,-1.0,0,0,0
1,60,0,1,-18.0,1,1,18
1,26,0,1,-1.0,0,0,0
1,30,1,0,-1.0,0,1,0
1,26,1,2,-1.0,1,0,1
0,26,0,5,-1.0,1,0,6
1,21,0,0,-1.0,1,1,1
0,39,0,1,-1.0,1,1,0
1,30,0,0,-1.0,1,1,5
1,44,0,2,-1.0,1,1,2
1,45,1,0,-1.0,0,1,2
1,30,0,1,-1.0,1,1,0
1,38,0,2,0.0,1,1,8
1,23,1,6,-1.0,1,0,0
1,37,0,1,-139.0,1,1,36
1,46,0,0,-1.0,0,1,0
1,42,0,0,-1.0,1,1,0
0,20,0,0,32.0,1,0,11
1,65,1,2,-84.0,0,1,4
1,54,1,4,-1.0,0,1,3
1,47,0,7,-1.0,1,0,1
1,39,0,5,-49.0,1,0,26
1,26,1,0,-3.0,1,0,1
1,29,1,7,-1.0,0,0,1
1,51,1,7,-1.0,1,0,14
1,44,0,0,0.0,0,1,0
1,49,1,12,-24.0,0,1,21
1,22,0,0,-1.0,1,0,0
1,32,0,4,-1.0,0,0,1
1,27,0,0,-1.0,0,1,1
1,30,1,0,-1.0,0,1,0
1,20,0,2,-56.0,1,0,56
1,28,0,11,0.0,0,1,0
1,45,0,0,-1.0,0,1,1
0,51,1,5,0.0,1,1,32
1,27,0,4,-1.0,1,0,1
1,32,0,0,-1.0,1,0,17
1,43,0,2,-1.0,1,1,5
1,37,1,2,-1.0,1,1,0
1,26,0,0,-1.0,1,0,1
1,32,0,17,84.0,1,0,209
1,26,0,0,-1.0,0,1,0
1,32,0,4,0.0,1,1,-1
1,39,0,3,-21.0,1,1,13
0,58,0,4,-1.0,1,1,1
1,33,0,0,-1.0,0,1,0
0,22,1,1,-22.0,0,1,0
1,26,0,6,-105.0,0,0,0
1,21,0,2,-1.0,1,0,140
1,31,1,0,0.0,1,0,35
1,43,1,2,-10.0,1,1,1
1,23,0,0,-1.0,0,1,0
1,25,1,0,-1.0,1,1,1
1,22,0,6,-1.0,1,1,1
1,30,0,6,-1.0,1,1,133
1,25,0,15,-1.0,1,0,2
1,20,0,0,-1.0,1,0,1
1,39,0,0,-1.0,1,1,0
1,31,0,3,716.0,1,0,0
1,33,0,1,-1.0,1,0,3
1,59,0,1,-1.0,1,1,0
1,21,0,1,-8.0,1,1,1
1,53,0,8,-1.0,1,0,5
1,34,1,2,-1.0,0,1,1
1,36,1,6,-25.0,1,1,0
1,23,0,0,-1.0,1,1,1
1,32,0,2,0.0,0,1,109
1,32,0,11,-1.0,0,0,1
0,66,1,1,-46.0,0,1,28
1,66,0,0,-1.0,0,1,1
0,24,1,0,-1.0,0,1,23
1,30,0,7,-1.0,1,0,602
1,28,0,1,-1.0,0,1,1
1,43,1,4,0.0,1,0,2
1,35,0,3,-1.0,0,1,11
1,19,0,2,-21.0,1,0,14
1,22,0,1,-1.0,0,0,4
1,29,0,0,0.0,1,1,0
0,23,0,0,-1.0,0,1,2
1,62,0,15,-36.0,1,1,36
0,33,1,0,-2.0,0,1,0
1,35,0,1,0.0,0,1,-1
1,53,1,0,0.0,1,1,0
1,59,1,17,-25.0,1,0,23
0,48,1,0,-1.0,0,1,0
0,33,0,1,-10.0,1,1,0
1,44,1,0,0.0,0,1,1
1,31,1,10,-18.0,1,0,1
1,28,0,2,-1.0,1,0,1
1,56,0,9,-147.0,1,1,138
1,51,0,1,-18.0,1,1,17
1,23,0,0,0.0,1,0,5
1,21,0,0,0.0,1,1,0
1,26,1,0,0.0,1,1,0
1,22,0,3,0.0,1,1,0
1,29,0,0,-1.0,0,1,1
1,20,0,2,-1.0,1,0,2
1,44,1,0,-1.0,0,1,0
1,41,0,2,-1.0,1,1,14
0,28,0,4,0.0,1,1,0
1,27,1,1,-1.0,0,0,21
1,31,1,7,-1.0,0,1,1
1,23,1,5,-105.0,1,0,14
1,33,0,16,-243.0,0,0,0
1,26,0,3,-21.0,1,0,0
1,20,0,0,-1.0,1,1,1
1,55,1,2,-1.0,0,0,0
1,36,0,0,0.0,1,1,1
1,48,0,4,-1.0,1,0,4
1,22,0,5,-1.0,1,0,2
1,23,0,1,-1.0,0,1,5
1,34,0,19,-1.0,1,0,4
0,59,1,1,-21.0,1,1,5
1,37,1,0,-4.0,1,0,1
0,28,1,0,-1.0,1,0,0
1,20,0,1,-47.0,1,0,46
1,31,0,0,-1.0,1,1,1
0,38,0,14,-1.0,1,0,4
1,33,0,0,-4.0,1,0,3
1,27,0,3,-1.0,1,0,0
1,25,1,2,0.0,0,0,1
0,42,0,2,-1.0,1,1,1
1,22,0,3,-1.0,1,0,26
1,21,0,0,-1.0,1,1,1
1,57,1,15,-32.0,1,1,20
1,45,1,1,0.0,1,0,27
0,21,0,1,-11.0,0,0,1
1,52,1,2,-1.0,0,1,1
1,29,1,0,-1.0,0,1,0
0,37,0,0,0.0,0,1,5
1,34,1,0,-1.0,1,1,0
1,53,0,0,0.0,0,0,1
0,30,0,8,-1.0,1,0,1
1,35,0,0,-7.0,0,1,1
1,28,1,1,-1.0,1,1,4
1,21,0,1,-1.0,1,1,0
1,22,0,1,13.0,1,1,43
1,42,1,1,-1.0,0,0,0
1,26,0,3,0.0,1,0,0
1,54,0,9,0.0,0,1,1
1,39,0,1,-1.0,1,0,0
1,30,0,20,0.0,1,0,317
0,26,0,1,-1.0,1,0,27
1,41,0,0,0.0,0,1,0
1,23,1,5,0.0,0,0,54
1,43,1,1,-1.0,1,0,64
1,22,0,0,-1.0,0,0,0
0,27,1,6,-1.0,1,0,1
0,42,0,2,-1.0,0,1,34
1,25,0,8,0.0,1,0,29
1,49,0,4,0.0,0,1,35
1,26,0,7,-43.0,1,0,38
1,52,1,1,-1.0,1,1,24
0,60,1,2,-1.0,1,1,1
0,23,0,0,-1.0,0,1,1
1,30,0,2,-1.0,0,1,1
1,48,0,9,0.0,1,0,3
1,32,0,2,0.0,1,0,1
1,28,0,3,-1.0,1,0,1
1,24,0,5,-1.0,1,0,1
0,26,0,3,107.0,1,0,7
1,22,0,3,20.0,1,0,214
1,44,0,2,-1.0,1,1,1
1,32,1,3,-1.0,1,1,86
0,27,0,1,-1.0,0,1,0
1,52,0,15,0.0,0,0,0
1,61,1,3,0.0,0,0,0
1,69,0,3,0.0,0,1,0
1,51,0,2,-1.0,1,1,34
0,21,1,1,-1.0,1,1,1
1,31,1,2,-1.0,0,0,3
1,19,0,3,-1.0,1,0,30
1,24,0,12,0.0,0,0,36
1,24,1,3,-1.0,1,0,6
1,57,0,3,-2.0,1,1,1
1,30,1,6,-1.0,1,1,6
1,43,0,4,-1.0,1,0,1
1,24,0,4,-1.0,1,1,4
0,30,1,7,-18.0,0,1,17
1,25,0,5,-1.0,1,0,1
0,56,1,1,-1.0,1,1,169
1,21,0,1,-8.0,1,1,8
1,31,0,6,-1.0,1,0,31
0,23,0,1,-1.0,1,1,1
1,30,0,15,-1.0,1,0,1
1,42,0,1,-13.0,0,1,0
1,64,1,0,-1.0,1,1,108
0,21,1,0,-1.0,1,0,0
1,36,0,5,17.0,1,1,11
0,50,0,1,-1.0,1,1,1
1,23,0,0,0.0,0,0,0
1,28,0,2,-1.0,1,1,49
0,25,1,5,-3.0,1,1,0
1,28,0,7,104.0,1,0,39
1,54,1,14,-1.0,0,0,28
1,37,0,6,-1.0,0,1,1
1,25,1,5,-1.0,0,0,14
1,63,1,0,0.0,0,0,3
1,35,0,2,-1.0,0,1,1
1,20,0,9,-70.0,1,0,64
1,26,0,0,-1.0,0,0,0
1,25,0,8,-1.0,0,0,1
1,33,1,0,-1.0,0,1,0
1,29,0,7,-1.0,1,1,1
1,27,0,2,-1.0,0,1,0
1,37,0,12,-1.0,0,0,0
0,20,1,3,-1.0,0,0,0
1,32,0,1,-1.0,1,0,1
1,72,1,1,-23.0,0,1,1
1,38,1,0,-1.0,1,1,2
1,40,1,0,-1.0,1,1,0
1,23,1,0,-1.0,1,1,0
1,21,1,5,-10.0,1,0,1
1,27,1,4,0.0,1,0,0
1,55,1,13,-1.0,1,0,0
0,41,1,0,-1.0,0,1,0
1,56,1,1,-1.0,0,1,2
1,55,1,11,-1.0,0,1,57
0,23,0,0,-2.0,1,0,1
1,28,0,3,-1.0,1,1,0
1,31,0,2,-1.0,1,0,13
1,56,0,3,-49.0,0,1,49
1,53,1,0,-1.0,0,1,0
1,27,0,6,-1.0,1,0,10
1,22,1,0,-1.0,1,0,0
0,22,0,0,-1.0,1,0,0
1,33,0,7,-1.0,0,0,1
1,34,0,15,-6.0,1,1,6
1,22,0,0,0.0,0,0,0
1,32,0,12,-1.0,1,1,1
1,47,0,14,-1.0,1,0,0
1,24,0,0,0.0,0,1,0
1,25,0,14,-1.0,1,0,83
1,56,1,0,0.0,1,1,-1
1,36,0,1,30.0,1,0,106
1,28,0,4,0.0,1,0,21
1,20,0,2,-1.0,1,0,0
1,59,0,0,-2.0,0,1,1
0,29,0,11,-1.0,1,1,0
1,72,1,3,-5.0,1,1,4
0,24,0,2,-1.0,0,0,14
1,45,0,3,6.0,1,1,36
1,30,0,7,0.0,0,0,2
1,45,0,0,-1.0,0,1,0
1,47,1,0,-1.0,0,1,0
1,24,0,0,-1.0,1,0,9
1,20,0,0,-1.0,0,0,2
1,51,1,6,0.0,1,0,0
1,22,0,2,102.0,1,1,0
0,49,1,2,-1.0,0,0,11
1,41,1,5,-1.0,1,1,1
1,49,1,1,-16.0,1,1,12
1,26,0,0,-1.0,0,1,0
0,34,1,2,-49.0,1,0,41
0,28,0,0,-1.0,0,1,1
1,33,1,2,-1.0,0,1,1
1,46,0,0,0.0,1,1,0
1,21,0,0,-1.0,0,1,1
